gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1039	0	0	0.0548225601360429	0.0185965436500259	0.926580896213971
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1039	4.94065645841247e-324	0	0.85476562353281	0.0799502629133694	0.0652841135538102
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg+Salmonella_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1039	0	0	0.664976930954044	0.0878812169390982	0.247141852106907
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg+Salmonella_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1039	0	0	0.809696769312674	0.0865351151510962	0.103768115536257
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg+Salmonella_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1039	0	0	0.0313289264317052	0.0219662511628243	0.946704822405511
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg+Salmonella_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1039	0	0	0.0961375802408084	0.040825908777219	0.863036510982025
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1039	0	0	1.8372993145368e-05	0.00532805336716531	0.994653573639711
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_IFNg_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1039	0	0	0.0204149886565513	0.0164508004550265	0.96313421088847
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_naive_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1039	0	0	0.00318499604236036	0.00824870071477719	0.988566303242816
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_naive_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1039	0	0	0.846129049571335	0.0811410921491173	0.0727298582795272
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_naive_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1039	0	0	2.88390805999585e-08	0.00641373051738721	0.99358624064352
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_naive_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1039	0	0	3.56725075939913e-05	0.0110585222211	0.988905805271349
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_Salmonella_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1039	0	0	0.647023649091758	0.0734984920145359	0.279477858893712
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_Salmonella_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1039	0	0	0.840584593269028	0.0796314510276364	0.0797839557033629
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_Salmonella_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1039	0	0	0.470335932731107	0.0776496372323964	0.452014430036446
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	Alasoo_2018.macrophage_Salmonella_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1039	0	0	0.631517508016664	0.0852137593142576	0.283268732669111
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_PE.T-cell_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1079	0	0	0.799767738930225	0.0938392868264233	0.106392974243404
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_PE.T-cell_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1079	0	0	0.778052153717527	0.0782130959727472	0.143734750309676
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_PE.T-cell_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1079	0	0	0.413054293334522	0.0602547570921688	0.526690949573297
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_PE.T-cell_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1079	0	0	0.814753456333637	0.0866480734781114	0.098598470188282
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.monocyte_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1079	0	0	0.0862546351857413	0.0321811495117983	0.881564215302479
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.monocyte_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1079	0	0	0.70053176479997	0.0920900496866842	0.207378185513308
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.monocyte_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1079	0	0	0.30181035098551	0.0837139581245085	0.614475690890033
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.monocyte_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1079	0	0	0.823083935012998	0.0847422856682138	0.0921737793187649
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.neutrophil_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1079	0	0	0.443632778290133	0.169125200048701	0.387242021661172
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.neutrophil_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1079	0	0	0.848422820607651	0.103933708898618	0.0476434704936917
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.neutrophil_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1079	0	0	0.783185920917401	0.0911890557407454	0.1256250233419
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BLUEPRINT_SE.neutrophil_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1079	0	0	0.864417123921092	0.0812323818726772	0.0543504942062794
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BrainSeq.brain_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1504	0	0	2.26728400104162e-06	0.0307328359928941	0.969264896723146
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BrainSeq.brain_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1504	0	0	0.845132290610333	0.113389336036004	0.041478373353653
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BrainSeq.brain_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1504	0	0	0.808754143021518	0.0987073257725905	0.0925385312059128
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	BrainSeq.brain_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1504	0	0	0.766519870290887	0.120916783908289	0.112563345800862
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.adipose_naive_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1003	0	0	0.0104088582412865	0.0916679861564821	0.897923155602221
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.adipose_naive_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1003	0	0	0.463074064711636	0.0937464451398991	0.443179490148479
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.adipose_naive_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1003	0	0	0.856958270895261	0.0836474158479713	0.0593943132567845
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.adipose_naive_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1003	0	0	0.838274596034132	0.110199468856485	0.0515259351094238
